,product_id,product_title,rating,summary,review,name,location,date,upvotes,downvotes
1475,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,5,Simply awesome,Awesome cooler.. and looking nice.,Jitendra Pratap Singh,Agra,6 days ago,1,0
281,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,5,Great product,Delevriy agent better person,Pushpendra  Patel,Sidhi District,"Sep, 2020",0,0
201,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,5,Classy product,Nice product 👌👌👍,Mayank Chauhan,Haridwar,8 months ago,5,1
182,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,5,Highly recommended,Product is on timely delivered when i expectedAlso nice person and behave good delivery person thank you flipkart,Dhilsa Begum,Chennai,5 months ago,0,0
1260,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,5,Super!,Super,ajay  dubey,Satna,"Mar, 2021",1,0
1482,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,2,Could be way better,Product good but noise level very high,CHETAN  GOHEL,Ahmedabad,11 months ago,0,0
343,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,5,Wonderful,"This buy is true value for money,  white in colour,  beautiful to look at,  has wheels can be moved around  easily,  tank capacity is awesome,  has fab cool and  swing option,  also has a ice cabinet at the top of the cooler.  Packing was good,  timely deluvary and we are really happy.",reena solanki,Gurgaon,"Sep, 2020",9,57
16,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",5,Brilliant,Great Product,Sadikur Rahman,Kampur Town,1 month ago,0,0
1362,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,5,Worth every penny,Best cooler in this price range.,Tinku Kumar,Nawada,"Jun, 2019",11,1
81,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,4,Wonderful,Good keyboard in this price👍not for heavy used.but good👍👍👍,Papai Adak,Hooghly,7 months ago,8,0
1267,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,5,Excellent,Good product,Sujesh Raja,Tiruppur,"Aug, 2017",0,1
243,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,5,Just wow!,Good cover for apple iphone 6s 💞💞💞,Chicha Sangma,Kharijapikon,"Feb, 2020",1,0
174,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,1,Worthless,Air throw is very poor.  We are using tower fan as well. It's far better than this cooler. Tower fan air flow covers 3 to 4 persons. This cooler air flow covers only one person and the second person hardly gets.  If you want to use it for one person then this product is good. But not worth for money.,Santosh  Santosh ,Visakhapatnam,10 months ago,0,1
1465,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,5,Mind-blowing purchase,Excellent...too much cooling...working like window Ac....Best price ....i would like to strongly Recommend this😇😇,Saidarao Chanda,Nalgonda,"Mar, 2021",3,0
309,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Excellent,"Very nice product, small family , best cooling",Shyam Bhuj Giri,Mumbai,12 days ago,0,0
421,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,5,Brilliant,Best of its cost,Tejas Bhosale,Navi Mumbai,"Mar, 2021",3,0
135,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,2,Could be way better,BAD PRODUCT EVER,Priyanshu Bieber,Aligarh,"May, 2019",0,0
591,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Super!,Good looking,shan m shan,Bengaluru,"Mar, 2020",1,0
269,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,5,Simply awesome,Good product 👍,Bijindra Muchahary,Chirang District,7 days ago,0,0
95,ACCGYWFK2JE2BJR8,"GoldKart Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12",5,Worth every penny,Very nice product ❤️,Harshit Mishra,Chhatrapati Shahuji Maharaj Ngr District,4 months ago,0,0
585,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",5,Brilliant,Excellent product,Renjan Reghu,Thodupuzha,1 month ago,0,0
590,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",4,Worth the money,working fine,monika musali,Krishna,1 month ago,0,0
400,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Terrible product,Defective product received,Vikas Choudhary,Ghaziabad,11 months ago,0,0
663,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,5,Terrific,"Brilliant Cooler, works like charm..good airflow for a small 10x10 room. Its extremely portable and slim. Don't compare it to a Air conditioner cause its a cooler and it does it job perfectly.Took 5 days to deliver but the product is great.",DANISH SULTAN,Bangalore,"Apr, 2018",0,0
396,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,2,Bad quality,After using of one month noise is coming from fan..I m disappointed for this reason.,Kamlesh Sahoo,Jatani,10 months ago,0,0
917,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,5,Perfect product!,awesome product by hindware and also thanks to flipkart for quick delivery.....,Tanmoy Bhattacharya,Durgapur Mc,"May, 2017",7,1
371,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,5,100% original in flipkart. love it. awesome workin,Use it love it..,Souvik Dey,Kharagpur,"Aug, 2016",4,1
370,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Useless product,it creates too much humidity .. only for one person ... use too much water in little time...,rajdeep grewal,Ludhiana,"Jun, 2019",3,2
390,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Not recommended at all,Worst experience from flipkart and seller,Vamsi Krishna,Hyderabad,10 months ago,0,0
184,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,5,Brilliant,"Very nice delivery, products are very nice, we choose  only for that one rupee  item is very attractive  to the customers  thank you",Ganti venkatesh Usha rani,Bengaluru,6 months ago,0,0
1038,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,2,Slightly disappointed,"cooling wise it's good,,, but when we taking about noise,,,,, it's too noisy.... the water dropping noise will irritate you....also it comes with only honey comb pad,,, it's big disadvantage is the insect will easily inter through hole,,,,in this price range go for bluestar windus cooler,, it is coming with hybrid pad...",ABHISHEK MAHATO,Bokaro,"Mar, 2021",5,0
2,CKBFS9J6XWHSSQRJ,Chaayos Chai Time Snack Chocochip Cookies Cookies,5,Best in the market!,Best cookies ever I tried.,Keshav Suman Maaji,Burhanpur,22 days ago,0,0
43,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,5,Brilliant,Overall good product.. i am happy with the product.. buy it. I have only pay 7100 buy on offer.. must buy under 8000 .. happy happy,Diju Saikia,Dibrugarh,"Jun, 2020",4,1
121,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,5,Terrific,I think this is good product,Tara  Sunar,Navi Mumbai,9 days ago,1,0
615,ACCERQGMQCQFXGHC,GoldKart Back Cover for Apple iPhone 6 GOLDCASE-701,5,Awesome,Best products I am really happy,Manjinur Hasan,Barpeta District,"Jan, 2021",0,0
189,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",5,Fabulous!,"Very good Fitment to mobile,looks so Rugged",Bala Surya Subrahmanyam Perumalla,Bengaluru,3 months ago,0,0
179,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",5,Terrific purchase,Good Excellent product,Murali E,Chennai,2 months ago,0,0
516,ACCFWZFYMGHKGYDB,"GadgetM Back Cover for Samsung Galaxy M11, Samsung Galaxy A11",5,Highly recommended,Good product,Prabhat Borah,Guwahati,6 months ago,0,0
93,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,4,Pretty good,Not bad,Bibhuprasad Bairisal,Khordha District,"Mar, 2018",3,0
1550,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,1,Absolute rubbish!,"It's not good as the product listed, please do not buy if you're in the below conditions1) If you're on the top floor2) If you're residing at sea shore or coastal sideThe product listed on the page doesn't meet the standards. If you're on the full high speed also the room can't cool ( less than 28 m2 as well)",bhargava tadi,East Godavari,"May, 2020",1,1
55,ACCFZUG7KF9ATX9H,"Casotec Back Cover for Samsung Galaxy M12, Samsung Galaxy A12, Samsung Galaxy F12 Clear TPU Case",5,Must buy!,Galaxy m12 perfect fit back cover 👌,P CHRISTOBER RAJA,Jayankondam,5 months ago,0,0
102,ACCEZ3YWU75CERHH,ZEBRONICS ZEB-KM-2100 Wired USB Desktop Keyboard,3,Fair,delivery was decent but not fully satisfied with the product because it sometimes disconnect itself,My Account,Delhi,"Mar, 2018",2,0
968,AICGC6YYNZJHZTCA,CROMPTON 75 L Desert Air Cooler,5,Worth every penny,"A quality product from Crompton. It looks exactly like in the website, is easy to set up and use. Please refer the room size charts while buying from the product line, this one is meant for a somewhat large room. There are 3 speed controls, a couple more on the lesser side would have been better. The smell from the cooling pads reported in a couple of other reviews was there, but mostly dissipated within the first 8 hours of use. Finally, this cooler consumes a lot of water (~3L/hr.), so it w...",Abhishek Basu,Pune,"Apr, 2019",25,9
359,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Don't waste your money,"This is not a  new product, it might be re furbished or was in display for more than an year. finally, there is no feel of having  a new product.",prabhu kvn,Hyderabad,"Mar, 2020",3,1
1247,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,1,Hated it!,Cooling is not good . Select another product,Rajesh  Lakra,Pune,9 days ago,0,0
409,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Terrific purchase,Very good quality.,Sariful Islam,Murshidabad,2 months ago,0,0
515,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,5,Excellent,Its so awesome📷Shoot_witH_ChaRminG#Rajyadav05 #charming05,Raj Goliya,Baran,9 months ago,2,0
127,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,5,Must buy!,Very nice.I liked it.👌👌👌,Anindita Barua,West Tripura,11 days ago,0,0
643,AICEQUFHBKNF5U4T,Symphony 12 L Room/Personal Air Cooler,4,Worth the money,I am writing the after 1 year of use. It's a good product and a decent price and good for a room of around 150 Sq. ft. Would definitely recommend the product.,Manish Take,Pune,"Apr, 2018",2,0
538,ACCG7FRJSUGRH6XC,Flipkart SmartBuy Back Cover for Samsung Galaxy M30,5,Simply awesome,Cover is good Lena hoto lelo cover Back side hard and corner side also little hard . Cover fiting is good side by side is good,Vishal Vasava,Dediapada,26 days ago,0,0
189,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,5,Super!,Excellent...! It is working fine. But it is good for small room and for maximum 2 person. It only reduce the temperature of those location of room where it is directed to and it give us a cold and fresh Air except the dust.,Ganesh Parate,Nagpur,8 months ago,5,0
1575,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,4,Good quality product,nice product for price 4500 and best service they have to improve traveling smoothly for this order,karthik Gamini,East Godavari District,"May, 2019",1,0
44,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,4,Value-for-money,Good product and service,Visakh Thamaravalappil,Cheruvathur,2 months ago,0,0
485,AICEQGBHB75HSWGG,CROMPTON 75 L Desert Air Cooler,5,Fabulous!,Delivery was delayed by two days except this everything is quite fine.safely packed.air flow is good run silently even on full (3) speedice chamber is pretty good and instantly starts giving cool air after putting ice in it.connecting wire is kind of short length.A foul smell comes for the first time you put water in it.but it ended within 3-4 hrs.moving wheels are quite reliablewheel lock works good.,Alok Prakash,Muzaffarpur,"Jun, 2019",78,27
89,AICGF8KFFAPSZJES,Orient Electric 85 L Desert Air Cooler,5,Just wow!,For air throw 5 star.For cooling quality 4 star. Please make up your mind that heavy air cooler cannot be cool as slow air coolers.For water capacity as ease of water filling 5 star.For water consumption 5 star.For electricity usages 5 star.For ease of back side opening for cleaning 5 star.Power cord length 3star.Wheels smoothness 5 star.Build quality 5 star.Update after 2 week usages: All is still fantastic.,Taranjit Singh,Jagraon,10 months ago,3,0
874,ACCES6YFGJFF7GFJ,QUANTUM QHM7307 MINI MULTIMEDIA KEYBOARD Wired USB Multi-device Keyboard,2,Moderate,numbers not working only using the letter's,Abi Shek,Tiruppur,"Oct, 2019",1,0
198,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Mind-blowing purchase,Nice product value for money must buy,Keshav Lohia,Sambalpur,10 months ago,4,1
928,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,5,Brilliant,"Looks good, compact and slim, good air throw, good performance",Rajesh Kumar,New Delhi,"Jun, 2019",10,4
295,ACCEQH83EUNCY3CV,SHINESTAR. Back Cover for Apple iPhone 6s,5,Fabulous!,Superb,SUJIN D,Sricity,"Jan, 2020",0,0
244,ACCGFXRUUQEYMRKA,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Fabulous!,Best,Radheshyam Tewatiya,Alwar,6 months ago,0,0
223,ACCFX6XRVG54GWXH,"Casewilla Back Cover for Apple iPhone 12, Plain, Cover",3,Good,Nice,Sefalee Nayak,Burla,4 months ago,0,0
262,ACCFBZGVBKU3MNFY,HP 100 Wired USB Desktop Keyboard,4,Really Nice,Keyboards are soft keys and it is awesome to learn or practice typing for any Competitive examination,jampa bhutia,Darjeeling,2 days ago,0,0
170,ACCFDK469A9W96HJ,ZEBRONICS Zeb-K20 Wired USB Desktop Keyboard,5,Mind-blowing purchase,Very good keyboard and keys are smooth it is awesome I love  it. Thanks to flipkart,shabab khan,Mancherial,"Jun, 2020",2,2
314,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Just wow!,Nice proper fit cover,Yashraj Singh  Jadon,Morena District,6 days ago,0,0
414,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",4,Very Good,So far so good.,Indrajit Sardar,Baruipur,3 months ago,0,0
304,ACCGY4GMUVP9UFNS,"HUPSHY Back Cover for Samsung Galaxy M12, Samsung Galaxy F12, Samsung Galaxy A12",5,Simply awesome,Original product..Nice 👍,Hari,Prakasam District,4 months ago,0,1
141,ACCFYV8ZGVEM4DVE,GadgetM Back Cover for Apple Iphone 11,4,Delightful,Perfect fitting with iPhone 11……great…..,Nayeem ul  Hasan,Ambur,1 month ago,0,0
55,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,5,Fabulous!,Good product,Syed Irfan Hussain,Gadwal,2 months ago,0,0
1478,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,1,Worthless,Its not copper wire coil so search another,bablu  kumar,Ranchi,10 months ago,0,0
172,CKBET6WU5APC49HS,BRITANNIA NutriChoice Digestive High Fibre Biscuits Digestive,5,Simply awesome,Nice,Shaik pmd  Shafiunnisa ,Kadapa,3 months ago,0,0
391,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,1,Worthless,Defected item was supplied,Binay Pandey,Gopalganj District,10 months ago,0,0
835,ACCFAUEFZT5R72ZS,Prolite Majestic Basket Wired USB Multi-device Keyboard,5,Super!,Good product,Harsh  Jha,Sitamarhi District,"Mar, 2021",0,0
474,ACCFZSVYNFMSREXH,Power Back Cover for Apple iPhone 6s,5,Best in the market!,Superb cover,Noor Hasan,Shahpur,2 months ago,0,0
406,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,4,Good Buy,"It's more like a balanced product, does serve It purpose well. Pros: Low water/power consumption, Optimal Cooling/Air Flow, Compact Design.   Cons: Average build quality",Amit Kumar,Mahnar Bazar,"Mar, 2021",5,1
26,ACCGFWY43WADZC5E,GadgetM Back Cover for Apple Iphone 12,5,Awesome,Good,Subrajit Rout,Bhadrak District,1 month ago,0,0
341,ACCE94WY6QPXKXFN,HP C2500 Wired Combo keyboard and Mouse,1,Worst experience ever!,bad quality,Shaik Hyderali,Tenali,"Jun, 2019",1,1
555,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,1,Terrible product,it is the worst product i have ever had pls dont buy this product the paint from the phone case pealed of and got ugly,Vivek N,Olavanna,5 months ago,0,0
43,ACCFBPGHR8HWPHUF,HP 1000 Wired Optical Mouse,5,Awesome,that's realy good,Flipkart Vikesh,Jafrabad,"May, 2020",2,0
51,CKBFS9JGAC9CTX43,Chaayos Chai Time Snack Premium Coconut Cookies Cookies,5,Great product,"Must buy,Worth every penny!",Surbhi,New Delhi,1 month ago,0,0
865,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,5,Great product,Super cooling👍,Davood D,Piler,4 days ago,0,0
311,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,1,Worthless,Water leakage... Not happy..,Neha Shah,Indore,20 days ago,1,0
484,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,4,Pretty good buy.,"Probably the most affordable dell keyboard. Been using it for a while now, and it's proven to be good buy. A very very minor con would be the keys being not the softest.",Anuj Kelkar,Siolim,"Feb, 2017",0,0
532,AICEQGBHB75HSWGG,CROMPTON 75 L Desert Air Cooler,5,A1 worth for every penny,Bought 2 cooler 1 by 1 gap of 2 weeks. Cooling amazing . No need of stand coz of standerd hight compact size . Have ice chamber. And strong body.,AMIT  SACHAN ,Begusarai,"Apr, 2018",1,1
599,ACCF5Q2FBDBUZPAU,"Logitech M221 / Silent Buttons, 1000 DPI Optical Tracking, Ambidextrous Wireless Optical Mouse",5,Very Nice,Nice product and silent usage is very good,Ramakrishna Dodda,Hyderabad,2 months ago,0,0
1164,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,3,Just okay,"This air cooler is having very limited air flow, and not very effective cooling",Anil Kumar P,Proddatur,11 months ago,1,0
356,ACCGFWY2ARNJDAJG,GadgetM Back Cover for Apple Iphone 12,5,Mind-blowing purchase,Perfect 👍🏻,Shubhangi Gaur,Amravati District,3 months ago,0,0
18,CKBFS9J6XWHSSQRJ,Chaayos Chai Time Snack Chocochip Cookies Cookies,5,Excellent,"These cookies are the best I tried ever,I am happy with these and I would love to recommend these to my loved ones.",Aman Taneja ,New Delhi,1 month ago,0,0
180,ACCFRWVBWVBHHCXG,"KWINE CASE Back Cover for Samsung Galaxy F41, Samsung Galaxy M31, Samsung Galaxy M21 2021",5,Best in the market!,Perfect fitting for samsung f41 👌👌👌👌👍👍👍,Chandru  V,Bengaluru,2 months ago,0,0
1578,AICFCMRDPJ4DK4ZD,Flipkart SmartBuy 30 L Tower Air Cooler,4,Really Nice,Good cooler in terms of air flow nd mobility cooling. but u need to provide good ventilation for effective cooling.Cooling is more effective when u add ice in the ice chember.Altogether good cooler at this price range.,Sushil  Borkar,Nagpur,"Mar, 2020",1,3
356,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,5,Brilliant,I bought 2 coolar first one in 2018 and second one in 2019 both are best coolar,Raushan Kumar,Patna,"Jun, 2019",3,0
614,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,3,Decent product,Very good product.A good all around product 1. Design - 4/52. Build - 4.5/53. Highlight buttons - 4/54. Hot keys - 3/55. Durability - 3/56. Value of money - 5/57. Wired length - 4/5 8. Sensitivity of mouse - 4/5Overall a good product,Maryam Siddiqui,Lucknow,"Feb, 2021",18,2
408,ACCGFXRTYWXRWA4T,"CEDO Flip Cover for Samsung Galaxy F12, Samsung Galaxy M12, Samsung Galaxy A12",5,Wonderful,So nice,Sushant Kumar,Dalsinghsarai,2 months ago,0,0
108,ACCFYV8ZGVEM4DVE,GadgetM Back Cover for Apple Iphone 11,5,Best in the market!,"Perfect fit. The cover received just as showed in image, fits my iPhone 11 perfectly. The cutouts are clean and overall quality is good. Satisfied with my purchase and worth the price.",ASHUTOSH KAWARTI,Chandrapur,9 months ago,6,10
590,AICEQVHUD9VZC4EG,Orient Electric 20 L Room/Personal Air Cooler,3,Does the job,GOOD COOLING. ORIENT ELECTRIC 20L COOLER  .  . .,RANGA RAJU,Siddipet,"May, 2020",2,0
1270,AICEQUFHVJGGHPMV,Symphony 35 L Tower Air Cooler,5,Terrific,I got more than accepted,Mohd ibrahim Ibrahim,Hyderabad,"Apr, 2021",1,1
239,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,1,Hated it!,I got this product for 4999 only..but later found out one swing blade is broken..it's cooling system is average ..not so good,Santosh sahoo,Noida,"Jun, 2020",3,4
457,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Super!,"Very Classic product. Very smooth keys and so much comfortable for typing. Great design. Great deal,thanks flipkart.",Amar jyoti Bilung,Sundargarh District,"Nov, 2019",5,1
400,ACCFG3ACAXXHHRHW,"SRT Back Cover for Apple iPhone 7, Apple iPhone 8",4,Worth the money,Good Looking cover for my phone.,Archana Vishwakarma,Kushinagar,"Sep, 2020",0,0
390,ACCFG3ACAXXHHRHW,"SRT Back Cover for Apple iPhone 7, Apple iPhone 8",5,Brilliant,Nice product,Karan Brar,Hardoi,"Dec, 2020",0,0
468,ACCEHDYAKFAJ7EYQ,DELL KB 216 Wired USB Desktop Keyboard,5,Fabulous!,amazing and very cool and nice hand work worthwhile product thanks flipcart,Naveen  Sharma,Hamirpur,"Jun, 2019",0,0
667,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,5,Perfect product!,Mouse quality is very selective&Keyboard gamings for perfect keyboard and very smooth keyGood product 👍👍👍 tnx Flipkart,Jay Pawar,Burhanpur District,10 months ago,1,0
455,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,1,Did not meet expectations,If flipkart makes you crazy then brother/sisters don't buy any similar products  related to air cooler and washing machines,Prakash  Kumar,New Delhi,9 months ago,1,0
486,AICEQGBHB75HSWGG,CROMPTON 75 L Desert Air Cooler,4,Nice product,"A Good cooler by Crompton. The height of the cooler is about 3ft 10 inch.  color is nice.  plastic body is average. Air blow is good at any stage 1,2 or 3. air swing is also 3 choice. when you switch it on for the first time after filling the water, you will feel the nice cold air. You will feel cool if you use it according to the weather. there is a ice tray on the top. Overall a good👍👍👍 cooler.  I will give... 4/5 for design. 3/5 for plastic body. 4/5 for fan speed. 4/5 for fan swing...",VICKY SINGH,Patna,"Jun, 2019",58,71
221,AICFFGJZTHSDN3AZ,Symphony 27 L Room/Personal Air Cooler,5,Terrific,5 star only when it is used by one person means at a time,Saurabh Kumar,Bokaro Steel City,11 months ago,2,0
940,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,5,Great product,good product,THOMAS V T,Mangaluru,"Feb, 2021",4,2
72,AICERF3ZMFAYK4ZC,Hindware 85 L Desert Air Cooler,5,Excellent,"After so many review and after a long decision I purchased it. Believe me one of the best cooler in this price bucket. Look wise very good, airflow is too awesome.Juz Loved it :-)",Shahnawaz Khan,Kim,21 days ago,1,0
1371,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,5,Highly recommended,Good product,Ratan Jaiswar ,Mumbai,"Apr, 2018",7,1
296,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,4,Nice product,Best product in this 👌👌👌,Nanthan Raj,Thuvakudi,6 days ago,1,0
231,ACCFX6XRVG54GWXH,"Casewilla Back Cover for Apple iPhone 12, Plain, Cover",5,Best in the market!,Super cheap and best,Iashaque  Syed ,Khammam District,5 months ago,0,0
1395,AICESQCZZVR3CMBM,Symphony 55 L Room/Personal Air Cooler,1,Waste of money!,its not advisable product. not getting cool yet all.,lakshmi kandula,Hyderabad,"Mar, 2019",3,2
439,AICFQV87NFUG595H,CROMPTON 40 L Room/Personal Air Cooler,3,Nice,Best product,SHAHNWAZ  KAZI ,Navi Mumbai,"Mar, 2021",4,2
1105,AICFYNGFPPNRM8FG,Symphony 27 L Room/Personal Air Cooler,1,Not recommended at all,So noise high,Ashish Ghatta,Gondal,9 months ago,0,0
645,ACCEGVTXGKZDXFRX,AMKETTE Xcite Neo Mouse & Wired USB Laptop Keyboard,3,Does the job,It's not working properly as I expected.,Kundan Kumar,Noida,"Dec, 2020",4,0
1178,AICFNNBW9EB2S9ZA,Symphony 55 L Tower Air Cooler,2,Could be way better,Product quality is below average. Cheap bending plastic is used. Cooling is also not good. Remote is basically useless as the sensor on the cooler is on top side so you need to get up or raise your hand above it to make it work if the top panel on the cooler is in closed position.,Gaurav Anand,Ballia,13 days ago,0,0
768,ACCFAHEZ9HEFPHMG,Glink GLM69 Wired Optical Mouse,5,Simply awesome,Really good I like this,Rohit Kumar,New Delhi,7 days ago,0,0
321,ACCG69QFS8M7WF8V,NKCASE Back Cover for Samsung Galaxy M32 5G,5,Classy product,GOOD,AJITH Kumar,Chennai,1 month ago,0,0
832,AICFYNG9D7JTYFZE,Symphony 70 L Desert Air Cooler,3,Good,"True review after using 2 months -1- motor is Good , fan speed is good .2- body is very cheap , plastic is of very poor quality  , not expecting from symphony.3- wheels are of very very poor quality , not rotating properly.4- cooling pad is honeycomb and cooling effect is good .",Sudhanshu  Tripathi,Hajira,5 months ago,1,0
1436,AICEQVHUGDDBYF6K,Orient Electric 50 L Window Air Cooler,5,Fabulous!,Wow super I so very happy thank you filpcord,ragaven kuppusamy,Sholingur,"Mar, 2021",66,17
495,ACCFSNYRKNMYSJAN,Case Club Back Cover for Samsung Galaxy A31,3,Just okay,Very nice product,Tanni Singh,Shahpur,2 months ago,0,0
317,AICGYH26HGMFGEBF,Hindware Snowcrest 45 L Room/Personal Air Cooler,5,Best in the market!,"I have been using it for almost 4 months now. It is super silent, no disturbance in the sleep. Although it requires regularly cleanings after 20-25 days, otherwise water starts spilling out from the pads due to dirt and clogging as it do not have dust mesh outside like some other air coolers. Good air throw and the cooling is also good.",Kapil Goel,New Delhi,7 months ago,1,0
385,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,2,Moderate,Its not cooling .. with full water level also it producing air with room temperature. .  In my office we have Crompton..they are good. I dont like this product. Its not solving my purpose.,Anjaiah  Samadhi ,Sri Potti Sriramulu Nellore District,10 months ago,0,0
944,AICERF3ZUEZPUWFK,Hindware 36 L Room/Personal Air Cooler,4,Value-for-money,Good product and value for money. I bought it for 5700. Little noisy and I don't know why many dumb fools have given bad ratings.,Karthik Karuppusamy,Dindigul,11 months ago,2,0
384,AICFFVVJFQHHNCN8,CROMPTON 88 L Desert Air Cooler,2,Bad quality,Not as expected design is good and quality is nice but air cooling is very bed and air is also very cheap not 45 feet only 5 feet range only,Munish Kumar,Deeg,9 months ago,1,0
544,ACCF47WBREUAVYHH,SHINESTAR. Back Cover for Apple iPhone 6s,4,Delightful,Very good,Saroj Das,Chennai,4 months ago,0,0
391,ACCFG3ACAXXHHRHW,"SRT Back Cover for Apple iPhone 7, Apple iPhone 8",3,Decent product,OK ok product,Sudhansu Sekhar Senapati,Greater Noida,"Nov, 2020",0,0
